episode,reward,train_loss,val_loss,rmse_theta,rmse_omega,rmse_alpha,val_rmse_theta,val_rmse_omega,val_rmse_alpha
1,-77.47326422079917,77.47326422079917,77.47326422079917,7.382175030374794,6.493404959382716,26.971392948774703,7.382175030374794,6.493404959382716,26.971392948774703
2,-77.93759280899005,77.93759280899005,77.93759280899005,7.370190640036542,6.598483324007111,27.310097643851122,7.370190640036542,6.598483324007111,27.310097643851122
3,-77.36841714123949,77.36841714123949,77.36841714123949,7.385967171280118,6.544396295394492,26.668692997958214,7.385967171280118,6.544396295394492,26.668692997958214
4,-77.91705738173779,77.91705738173779,77.91705738173779,7.372220685683908,6.591268972973516,27.294881724879136,7.372220685683908,6.591268972973516,27.294881724879136
5,-77.43060039282894,77.43060039282894,77.43060039282894,7.392243668190661,6.451739679083292,26.97603303613264,7.392243668190661,6.451739679083292,26.97603303613264
6,-77.7341242729675,77.7341242729675,77.7341242729675,7.34389683625087,6.642852723341164,27.074646824100014,7.34389683625087,6.642852723341164,27.074646824100014
7,-77.99562960569797,77.99562960569797,77.99562960569797,7.356599448195593,6.658443871596018,27.277627775881893,7.356599448195593,6.658443871596018,27.277627775881893
8,-77.62079729172508,77.62079729172508,77.62079729172508,7.382345164501933,6.486070062072822,27.179972190469986,7.382345164501933,6.486070062072822,27.179972190469986
9,-78.2681685056211,78.2681685056211,78.2681685056211,7.376920292428124,6.628743856356165,27.583567934590935,7.376920292428124,6.628743856356165,27.583567934590935
10,-77.20489046146243,77.20489046146243,77.20489046146243,7.367339800886083,6.534417133780343,26.589950763574027,7.367339800886083,6.534417133780343,26.589950763574027
11,-77.34499058501274,77.34499058501274,77.34499058501274,7.373115997326441,6.500605141667473,26.82181496832749,7.373115997326441,6.500605141667473,26.82181496832749
12,-78.28380355707836,78.28380355707836,78.28380355707836,7.357899567377107,6.657925624224899,27.620970343095802,7.357899567377107,6.657925624224899,27.620970343095802
13,-78.10953106433978,78.10953106433978,78.10953106433978,7.369958186591274,6.565082538993168,27.621759474577754,7.369958186591274,6.565082538993168,27.621759474577754
14,-77.53071499871025,77.53071499871025,77.53071499871025,7.374225321834041,6.527972364441673,26.991276262336832,7.374225321834041,6.527972364441673,26.991276262336832
15,-77.66311400921269,77.66311400921269,77.66311400921269,7.389647965820338,6.45772269072926,27.273208160529048,7.389647965820338,6.45772269072926,27.273208160529048
16,-80.75059930690593,80.75059930690593,80.75059930690593,7.309885655632946,7.224292969100146,29.255540682394237,7.309885655632946,7.224292969100146,29.255540682394237
17,-77.12337984790076,77.12337984790076,77.12337984790076,7.388166462787349,6.448571466636817,26.617515907737502,7.388166462787349,6.448571466636817,26.617515907737502
18,-77.99629468522804,77.99629468522804,77.99629468522804,7.373382312059728,6.549770792317739,27.510080871509476,7.373382312059728,6.549770792317739,27.510080871509476
19,-77.55234398455406,77.55234398455406,77.55234398455406,7.388233353888264,6.4810462331282475,27.080304348838432,7.388233353888264,6.4810462331282475,27.080304348838432
20,-77.37050064300934,77.37050064300934,77.37050064300934,7.393506802890295,6.478919846013686,26.834914028005183,7.393506802890295,6.478919846013686,26.834914028005183
21,-77.25605061800331,77.25605061800331,77.25605061800331,7.37472393716044,6.486894607716111,26.759018493306783,7.37472393716044,6.486894607716111,26.759018493306783
22,-77.40679181283288,77.40679181283288,77.40679181283288,7.377017772065942,6.523629374492985,26.835411911329413,7.377017772065942,6.523629374492985,26.835411911329413
23,-77.57303022642387,77.57303022642387,77.57303022642387,7.403519645987112,6.43121306101502,27.16324932404632,7.403519645987112,6.43121306101502,27.16324932404632
24,-77.88866327666184,77.88866327666184,77.88866327666184,7.36126726746559,6.62113005646694,27.23435843173279,7.36126726746559,6.62113005646694,27.23435843173279
25,-78.74833904387985,78.74833904387985,78.74833904387985,7.3083682899652755,6.898836269900516,27.752790907158893,7.3083682899652755,6.898836269900516,27.752790907158893
26,-77.26141394432638,77.26141394432638,77.26141394432638,7.348195949087268,6.565738249431954,26.67019919978145,7.348195949087268,6.565738249431954,26.67019919978145
27,-77.4847319657698,77.4847319657698,77.4847319657698,7.394237863279953,6.453499981329606,27.034630858734474,7.394237863279953,6.453499981329606,27.034630858734474
28,-77.71377202172252,77.71377202172252,77.71377202172252,7.375848350586753,6.569535911199619,27.085397746966176,7.375848350586753,6.569535911199619,27.085397746966176
29,-77.5652650271396,77.5652650271396,77.5652650271396,7.371682141948426,6.54159516870663,27.008079156055864,7.371682141948426,6.54159516870663,27.008079156055864
30,-77.91429489602906,77.91429489602906,77.91429489602906,7.35198287295125,6.634170633669189,27.278881384357902,7.35198287295125,6.634170633669189,27.278881384357902
31,-77.61593414966799,77.61593414966799,77.61593414966799,7.402756308510592,6.426452021814975,27.228397040105907,7.402756308510592,6.426452021814975,27.228397040105907
32,-77.31947375332949,77.31947375332949,77.31947375332949,7.365770925046838,6.52119560026656,26.79093614091817,7.365770925046838,6.52119560026656,26.79093614091817
33,-77.4446865529149,77.4446865529149,77.4446865529149,7.380767796719775,6.493038287299425,26.941064114289482,7.380767796719775,6.493038287299425,26.941064114289482
34,-77.49570569095548,77.49570569095548,77.49570569095548,7.374512437731523,6.529570616179917,26.942605617285416,7.374512437731523,6.529570616179917,26.942605617285416
35,-77.69815462615632,77.69815462615632,77.69815462615632,7.382949754534626,6.478481039105091,27.29294738380529,7.382949754534626,6.478481039105091,27.29294738380529
36,-77.60956228255031,77.60956228255031,77.60956228255031,7.364517214779275,6.5762640491277695,27.00273557338151,7.364517214779275,6.5762640491277695,27.00273557338151
37,-77.9186395871296,77.9186395871296,77.9186395871296,7.372488251022042,6.550779659444001,27.41691852585092,7.372488251022042,6.550779659444001,27.41691852585092
38,-77.35930152905811,77.35930152905811,77.35930152905811,7.368058144564321,6.524629192571913,26.80085106312433,7.368058144564321,6.524629192571913,26.80085106312433
39,-77.4172976043192,77.4172976043192,77.4172976043192,7.379529380983447,6.494843937220917,26.912499349764563,7.379529380983447,6.494843937220917,26.912499349764563
40,-77.3169051748904,77.3169051748904,77.3169051748904,7.381442845605832,6.5021596847182215,26.763058304837887,7.381442845605832,6.5021596847182215,26.763058304837887
41,-77.23283728872845,77.23283728872845,77.23283728872845,7.382524338938085,6.51843429721378,26.601137538036753,7.382524338938085,6.51843429721378,26.601137538036753
42,-77.66082265349321,77.66082265349321,77.66082265349321,7.364515840007144,6.5797738918122395,27.055855954596794,7.364515840007144,6.5797738918122395,27.055855954596794
43,-77.48856642640754,77.48856642640754,77.48856642640754,7.385365551520698,6.485546034925379,27.002994485677515,7.385365551520698,6.485546034925379,27.002994485677515
44,-77.25231458343568,77.25231458343568,77.25231458343568,7.393991369244482,6.476759553888474,26.690806700657703,7.393991369244482,6.476759553888474,26.690806700657703
45,-77.19407462151915,77.19407462151915,77.19407462151915,7.375281901148099,6.548648783534761,26.493867425873297,7.375281901148099,6.548648783534761,26.493867425873297
46,-78.50037443587031,78.50037443587031,78.50037443587031,7.3798346499890375,6.586130306248104,27.98513331880323,7.3798346499890375,6.586130306248104,27.98513331880323
47,-77.84604103858985,77.84604103858985,77.84604103858985,7.381250029395297,6.508207780815019,27.400532036154715,7.381250029395297,6.508207780815019,27.400532036154715
48,-78.13685636812465,78.13685636812465,78.13685636812465,7.373656172123061,6.553799163532942,27.668236535509845,7.373656172123061,6.553799163532942,27.668236535509845
49,-77.25774695363702,77.25774695363702,77.25774695363702,7.383240034800601,6.514083596183686,26.640520178341344,7.383240034800601,6.514083596183686,26.640520178341344
50,-77.24883930971517,77.24883930971517,77.24883930971517,7.371586894291045,6.489324611909308,26.756632902259355,7.371586894291045,6.489324611909308,26.756632902259355
51,-77.68264839552008,77.68264839552008,77.68264839552008,7.357434890733739,6.6008944520713255,27.05478333281024,7.357434890733739,6.6008944520713255,27.05478333281024
52,-77.79447180373008,77.79447180373008,77.79447180373008,7.372212353149854,6.5832052490504696,27.168331422046975,7.372212353149854,6.5832052490504696,27.168331422046975
53,-77.44079867443322,77.44079867443322,77.44079867443322,7.372799653158038,6.536636667376176,26.86273101866505,7.372799653158038,6.536636667376176,26.86273101866505
54,-77.27212503966956,77.27212503966956,77.27212503966956,7.359805863099063,6.536045616498592,26.723421440732473,7.359805863099063,6.536045616498592,26.723421440732473
55,-78.37028112358415,78.37028112358415,78.37028112358415,7.354829182200492,6.651805169571883,27.77528983171466,7.354829182200492,6.651805169571883,27.77528983171466
56,-77.56539980131213,77.56539980131213,77.56539980131213,7.362021079201238,6.591040666261531,26.905837023166,7.362021079201238,6.591040666261531,26.905837023166
57,-78.00278895080389,78.00278895080389,78.00278895080389,7.334662634611882,6.708473724762742,27.26257653599346,7.334662634611882,6.708473724762742,27.26257653599346
58,-78.11076984465411,78.11076984465411,78.11076984465411,7.38491829251941,6.524631266310714,27.657720991044076,7.38491829251941,6.524631266310714,27.657720991044076
59,-77.4930990150728,77.4930990150728,77.4930990150728,7.38415407192724,6.508408428921292,26.94789328712137,7.38415407192724,6.508408428921292,26.94789328712137
60,-77.14329181465634,77.14329181465634,77.14329181465634,7.374151433398158,6.527144802891617,26.503037990293876,7.374151433398158,6.527144802891617,26.503037990293876
61,-77.42014559101952,77.42014559101952,77.42014559101952,7.385633559648534,6.47884403144167,26.92091723453735,7.385633559648534,6.47884403144167,26.92091723453735
62,-77.26261496690478,77.26261496690478,77.26261496690478,7.377318336070286,6.568378641780414,26.511083085570604,7.377318336070286,6.568378641780414,26.511083085570604
63,-77.2714711189941,77.2714711189941,77.2714711189941,7.376657511254782,6.58036408885886,26.500961866372677,7.376657511254782,6.58036408885886,26.500961866372677
64,-77.203987722589,77.203987722589,77.203987722589,7.371190749796583,6.570107563738032,26.46562935432198,7.371190749796583,6.570107563738032,26.46562935432198
65,-77.73700796000678,77.73700796000678,77.73700796000678,7.373260944258456,6.509587089883805,27.30173459280124,7.373260944258456,6.509587089883805,27.30173459280124
66,-78.02138293966763,78.02138293966763,78.02138293966763,7.334803020184065,6.70016628445307,27.296988674383407,7.334803020184065,6.70016628445307,27.296988674383407
67,-77.38963594817379,77.38963594817379,77.38963594817379,7.377755855783053,6.5107027832626425,26.846672408129514,7.377755855783053,6.5107027832626425,26.846672408129514
68,-77.2712952622367,77.2712952622367,77.2712952622367,7.376029894874958,6.4797628973141865,26.79387583537481,7.376029894874958,6.4797628973141865,26.79387583537481
69,-79.11942446165773,79.11942446165773,79.11942446165773,7.302903459153698,6.921199265204435,28.173720747147424,7.302903459153698,6.921199265204435,28.173720747147424
70,-79.22199450917881,79.22199450917881,79.22199450917881,7.306042115176303,6.956582506573749,28.178297879371524,7.306042115176303,6.956582506573749,28.178297879371524
71,-77.86545889675673,77.86545889675673,77.86545889675673,7.36826872551662,6.555096468946373,27.361301388399273,7.36826872551662,6.555096468946373,27.361301388399273
72,-77.37506463242038,77.37506463242038,77.37506463242038,7.382606776927666,6.47376029124633,26.89653049767092,7.382606776927666,6.47376029124633,26.89653049767092
73,-77.83966361641632,77.83966361641632,77.83966361641632,7.374883240677606,6.515773624312805,27.404468449742044,7.374883240677606,6.515773624312805,27.404468449742044
74,-79.15377256114992,79.15377256114992,79.15377256114992,7.3242109806511655,6.841694227329977,28.3408413532252,7.3242109806511655,6.841694227329977,28.3408413532252
75,-77.35834572086421,77.35834572086421,77.35834572086421,7.37609353430992,6.497873594667643,26.83060106993306,7.37609353430992,6.497873594667643,26.83060106993306
76,-77.4835983650331,77.4835983650331,77.4835983650331,7.3793218766211215,6.512610928978292,26.948417473994013,7.3793218766211215,6.512610928978292,26.948417473994013
77,-77.39610765353477,77.39610765353477,77.39610765353477,7.372622704156567,6.513983410554046,26.857816434224702,7.372622704156567,6.513983410554046,26.857816434224702
78,-77.45275643519446,77.45275643519446,77.45275643519446,7.390578801888921,6.462126680024764,26.98778377677344,7.390578801888921,6.462126680024764,26.98778377677344
79,-77.41628548465012,77.41628548465012,77.41628548465012,7.390528435072827,6.454192169029404,26.96176991497343,7.390528435072827,6.454192169029404,26.96176991497343
80,-77.72171913271332,77.72171913271332,77.72171913271332,7.398174056566278,6.433425600175155,27.363932459940646,7.398174056566278,6.433425600175155,27.363932459940646
81,-77.23786189868068,77.23786189868068,77.23786189868068,7.373146165914796,6.509476351462043,26.68478941339034,7.373146165914796,6.509476351462043,26.68478941339034
82,-77.73741388005702,77.73741388005702,77.73741388005702,7.374329752382442,6.506697162374298,27.305442813775976,7.374329752382442,6.506697162374298,27.305442813775976
83,-77.64480284486325,77.64480284486325,77.64480284486325,7.3908432164931925,6.4519186301425275,27.257687466124032,7.3908432164931925,6.4519186301425275,27.257687466124032
84,-77.73739115654098,77.73739115654098,77.73739115654098,7.362389211340078,6.598827054947284,27.10560737330345,7.362389211340078,6.598827054947284,27.10560737330345
85,-77.18746419086496,77.18746419086496,77.18746419086496,7.379104072181061,6.5740361807224925,26.397228533412893,7.379104072181061,6.5740361807224925,26.397228533412893
86,-77.5294023681919,77.5294023681919,77.5294023681919,7.375769280593653,6.525966909975476,26.987301362361183,7.375769280593653,6.525966909975476,26.987301362361183
87,-77.26169085759844,77.26169085759844,77.26169085759844,7.36840674369301,6.52896237198858,26.68393759422232,7.36840674369301,6.52896237198858,26.68393759422232
88,-77.34333261367946,77.34333261367946,77.34333261367946,7.39147008483752,6.4443332166108185,26.893765654510815,7.39147008483752,6.4443332166108185,26.893765654510815
89,-77.30545267992622,77.30545267992622,77.30545267992622,7.402425841271949,6.446416812919874,26.801928422695664,7.402425841271949,6.446416812919874,26.801928422695664
90,-77.89815721275767,77.89815721275767,77.89815721275767,7.378701333369868,6.511270798262691,27.468925493605365,7.378701333369868,6.511270798262691,27.468925493605365
91,-78.19507426271795,78.19507426271795,78.19507426271795,7.355453912139773,6.637000998957719,27.594906837646093,7.355453912139773,6.637000998957719,27.594906837646093
92,-77.40765621761089,77.40765621761089,77.40765621761089,7.383611053600272,6.464555720386828,26.96060818287067,7.383611053600272,6.464555720386828,26.96060818287067
93,-77.42620903597015,77.42620903597015,77.42620903597015,7.39139887160423,6.449581916630984,26.98307801577229,7.39139887160423,6.449581916630984,26.98307801577229
94,-77.07024376854356,77.07024376854356,77.07024376854356,7.37052487118127,6.514470801126532,26.463109468281512,7.37052487118127,6.514470801126532,26.463109468281512
95,-79.52452961849676,79.52452961849676,79.52452961849676,7.309663589346289,6.946259362523116,28.567201738711503,7.309663589346289,6.946259362523116,28.567201738711503
96,-77.73091943223662,77.73091943223662,77.73091943223662,7.385306983741467,6.4864566518625875,27.29642991081621,7.385306983741467,6.4864566518625875,27.29642991081621
97,-77.0724934864817,77.0724934864817,77.0724934864817,7.37745966331486,6.476630991264301,26.53625343894461,7.37745966331486,6.476630991264301,26.53625343894461
98,-77.22255635578367,77.22255635578367,77.22255635578367,7.379888932318392,6.572169904883296,26.436163468558334,7.379888932318392,6.572169904883296,26.436163468558334
99,-79.07076519988507,79.07076519988507,79.07076519988507,7.307608765810495,6.928151474846891,28.080759192982143,7.307608765810495,6.928151474846891,28.080759192982143
100,-77.40026605290214,77.40026605290214,77.40026605290214,7.3760581222124175,6.506347730363419,26.865129374558677,7.3760581222124175,6.506347730363419,26.865129374558677
